,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Rating,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,Population_Estimate,,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density
74,Fayette,25346,12486,12860,47.9,0.200228833,0.269233804,0.108498382,0.158526,0.26351298,0.50737789,0.49262211,Texas,334,5,329,1317.762172,1.497005988,48149,7,7,0,1,0,0,0,0,1,0,22969,1601,316,116,17,327,0.906217944,0.063165786,0.01246745,0.004576659,0.000670717,0.012901444,3,0,0,0,1,0,0,0,53564,55776,13.3,81.7,17.1,3.2,949.9,32.86,67.14,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706,0.000237012,2.10E-05,0.000106508,2424,87,45,25346,0.154186065,3908,0.095636392,0.013177622,0.00019727,26.68280872
75,Fisher,3830,1916,1914,45.8,0.213577023,0.278851175,0.112010444,0.14464752,0.250913838,0.499738903,0.500261097,Texas,23,1,22,600.5221932,4.347826087,48151,2,3-Feb,0,1,0,0,0,0,1,0,3518,155,50,20,1,86,0.918537859,0.040469974,0.01305483,0.005221932,0.000261097,0.022454308,7,1,0,0,0,0,0,0,46444,45261,15.5,82.8,18.4,3.5,899,0,100,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,493,261,152,3830,0.159791123,612,0.128720627,0.006005222,0.000261097,4.26028921
76,Floyd,5712,2871,2841,38.1,0.264180672,0.31285014,0.113445378,0.12219888,0.18732493,0.49737395,0.50262605,Texas,65,4,61,1137.955182,6.153846154,48153,1,1,0,1,0,0,0,0,1,0,5250,244,79,31,4,104,0.919117647,0.042717087,0.013830532,0.005427171,0.00070028,0.018207283,6,0,1,0,0,0,0,0,37367,39891,21,73.2,16.4,5.5,992.1,46.68,53.32,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,1101,50,23,5712,0.194852941,1113,0.192752101,0.011379552,0.00070028,5.757484125
77,Foard,1155,547,608,50.2,0.2,0.242424242,0.124675325,0.16017316,0.272727273,0.526406926,0.473593074,Texas,2,0,2,173.1601732,0,48155,2,3-Feb,0,1,0,0,0,0,1,0,1063,55,8,10,0,19,0.92034632,0.047619048,0.006926407,0.008658009,0,0.016450216,6,0,1,0,0,0,0,0,42954,37648,18,80.8,16,3.4,704.4,0,100,C,North_Texas_RAC_C,219793,1050,237,14,30,0.004777222,0.001078287,6.37E-05,0.000136492,141,261,152,1155,0.188744589,218,0.122077922,0.001731602,0,1.639693356
78,Fort Bend,811688,398284,413404,36.8,0.273083993,0.354090488,0.13992199,0.117279053,0.115624476,0.509313924,0.490686076,Texas,6530,90,6440,804.4963089,1.378254211,48157,6,6/5S,1,0,0,1,0,0,0,0,444267,173160,4788,169821,779,18873,0.547337154,0.213333202,0.005898818,0.209219552,0.000959728,0.023251545,1,0,0,0,0,0,0,1,57540,92310,7.9,89.2,44.6,4.6,861.7,94.46,5.54,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032356,0.000185839,1.05E-05,0.0001368,66709,186,147,811688,0.113438908,92077,0.08218552,0.008044963,0.00011088,941.9612394
79,Franklin,10725,5337,5388,43.4,0.231421911,0.285314685,0.116643357,0.145920746,0.220699301,0.502377622,0.497622378,Texas,78,1,77,727.2727273,1.282051282,48159,4,4/5N,0,1,0,0,0,0,1,0,9829,450,125,114,5,202,0.916456876,0.041958042,0.011655012,0.010629371,0.0004662,0.018834499,2,0,0,0,0,0,1,0,39730,48222,15.2,85.5,19,4.6,284.4,30.87,69.13,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,1493,101,22,10725,0.14983683,1607,0.139207459,0.007272727,9.32E-05,37.71097046
80,Freestone,19717,10246,9471,42.1,0.226809352,0.311913577,0.125678349,0.132930973,0.202667749,0.480346909,0.519653091,Texas,128,0,128,649.1859816,0,48161,7,7,0,1,0,0,0,0,1,0,15718,3124,288,176,6,405,0.797180098,0.158441954,0.014606685,0.008926307,0.000304306,0.02054065,3,0,0,0,1,0,0,0,37066,49317,13.7,81.1,11.5,6.3,877.7,33.52,66.48,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,2599,87,45,19717,0.14424101,2844,0.131815185,0.00649186,0,22.46439558
81,Frio,20306,12016,8290,31.7,0.232591352,0.453363538,0.102285039,0.088692997,0.123067074,0.408253718,0.591746282,Texas,425,2,423,2092.977445,0.470588235,48163,8,8,0,1,0,0,0,0,1,0,18488,841,209,556,5,207,0.910469812,0.04141633,0.010292524,0.02738107,0.000246233,0.010194031,4,0,0,0,0,1,0,0,27545,41038,27.5,62.8,7.3,3.8,1133.5,77.82,22.18,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,3559,128,55,20306,0.151088348,3068,0.175268394,0.020929774,9.85E-05,17.91442435
82,Gaines,21492,10877,10615,28.3,0.36115764,0.354038712,0.097943421,0.098129537,0.08873069,0.493904709,0.506095291,Texas,86,0,86,400.1488926,0,48165,9,10-Sep,0,1,0,0,0,0,1,0,20394,498,228,89,9,274,0.948911223,0.023171413,0.010608599,0.004141076,0.00041876,0.01274893,3,0,0,0,1,0,0,0,36009,56321,15.4,60.4,10.5,3,1502.4,36.96,63.04,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,2876,47,19,21492,0.294249023,6324,0.133817234,0.004001489,0,14.30511182
83,Galveston,342139,167942,174197,38.1,0.240527973,0.34915926,0.127673256,0.133615285,0.149024227,0.509141022,0.490858978,Texas,8046,68,7978,2351.675781,0.845140442,48167,6,6/5S,1,0,0,1,0,0,0,0,274585,45274,2759,11931,362,7228,0.802553933,0.132326335,0.008063974,0.034871792,0.00105805,0.021125917,1,0,0,0,0,0,0,1,51785,71959,12.1,87.6,28.9,5.2,379,93.85,6.15,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.001270205,0.000170328,3.06E-06,0.000106169,37396,186,147,342139,0.12814967,43845,0.109300606,0.023516758,0.00019875,902.7414248
84,Garza,6229,4050,2179,34.6,0.167282068,0.463798362,0.140632525,0.112859207,0.115427838,0.34981538,0.65018462,Texas,94,2,92,1509.070477,2.127659574,48169,1,1,0,1,0,0,0,0,1,0,5546,458,64,47,8,106,0.890351581,0.073527051,0.010274522,0.007545352,0.001284315,0.017017178,6,0,1,0,0,0,0,0,30072,46490,24.6,57,8.8,3.3,893.4,77.67,22.33,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,689,50,23,6229,0.147856799,921,0.110611655,0.015090705,0.000321079,6.972240878
85,Gillespie,26988,13151,13837,50.3,0.197384023,0.249925893,0.103194012,0.148992145,0.300503928,0.512709352,0.487290648,Texas,156,0,156,578.0346821,0,48171,8,8,0,1,0,0,0,1,0,0,26042,181,311,140,34,280,0.964947384,0.006706684,0.01152364,0.005187491,0.001259819,0.010374981,2,0,0,0,0,0,1,0,60561,61433,9.6,89.3,34.1,2.6,1058.2,46.35,53.65,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,2090,128,55,26988,0.166110864,4483,0.077441826,0.005780347,0,25.5036855
86,Glasscock,1409,777,632,36.9,0.254080908,0.357700497,0.122072392,0.117104329,0.149041874,0.448545067,0.551454933,Texas,6,0,6,425.8339248,0,48173,9,10-Sep,0,1,0,0,0,1,0,0,1368,22,7,2,2,8,0.970901348,0.015613911,0.004968062,0.001419446,0.001419446,0.005677786,6,0,1,0,0,0,0,0,102145,83330,9.7,75.2,25.2,2.6,900.2,0,100,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,83,47,19,1409,0.178850248,252,0.058907026,0.004258339,0,1.565207732
87,Goliad,7658,3766,3892,46.2,0.207234265,0.279446331,0.121311047,0.152781405,0.239226952,0.508226691,0.491773309,Texas,68,1,67,887.960303,1.470588235,48175,8,8,1,0,0,0,0,0,0,1,7042,384,85,39,2,106,0.919561243,0.050143641,0.011099504,0.005092714,0.000261165,0.013841734,6,0,1,0,0,0,0,0,43858,55008,14.4,88.8,16,4.9,852,0,100,S,Golden_Crescent_RAC_S,186672,525,122,17,47,0.00281242,0.000653553,9.11E-05,0.000251779,940,128,55,7658,0.119221729,913,0.122747454,0.008879603,0.000130582,8.988262911
88,Gonzales,20837,10554,10283,37.2,0.267072995,0.319671738,0.112252244,0.129577194,0.171425829,0.493497145,0.506502855,Texas,569,6,563,2730.719393,1.054481547,48177,8,8,0,1,0,0,0,0,1,0,18506,1554,364,112,27,274,0.888131689,0.074578874,0.017468925,0.005375054,0.001295772,0.013149686,3,0,0,0,1,0,0,0,43342,49829,16.9,72.5,13.7,3.5,1066.7,34.72,65.28,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,3790,128,55,20837,0.207083553,4315,0.181887988,0.027307194,0.000287949,19.53407706
89,Gray,21886,11773,10113,37.7,0.253221237,0.344558165,0.121675957,0.119208627,0.161336014,0.462076213,0.537923787,Texas,150,4,146,685.3696427,2.666666667,48179,1,1,0,1,0,0,0,1,0,0,19662,1236,348,150,5,485,0.898382528,0.056474459,0.015900576,0.006853696,0.000228457,0.022160285,1,0,0,0,0,0,0,1,44002,49121,16.7,80.3,13.6,5.3,926,80.61,19.39,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,2905,50,23,21886,0.184729964,4043,0.132733254,0.006853696,0.000182765,23.6349892
90,Grayson,136212,66608,69604,39.4,0.236638475,0.325940446,0.12078231,0.139106687,0.177532082,0.510997563,0.489002437,Texas,918,8,910,673.9494318,0.871459695,48181,3,3-Feb,1,0,0,0,0,0,0,1,119246,8427,2514,2119,117,3789,0.875444161,0.061866796,0.018456524,0.015556632,0.000858955,0.027816932,1,0,0,0,0,0,0,1,42195,51403,12.3,87.6,20.2,3.5,932.8,56.85,43.15,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,16396,261,152,136212,0.15290136,20827,0.120371186,0.006739494,5.87E-05,146.0248714
91,Gregg,123945,60264,63681,36,0.257138247,0.352236879,0.111638227,0.122054137,0.15693251,0.51378434,0.48621566,Texas,1195,16,1179,964.137319,1.338912134,48183,4,4/5N,1,0,0,0,0,0,0,1,92255,25912,1228,1744,130,2676,0.744322078,0.20906047,0.00990762,0.014070757,0.001048852,0.021590221,2,0,0,0,0,0,1,0,45401,50610,15.1,83.7,20.7,5.1,273.4,86.64,13.36,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,20214,101,22,123945,0.174537093,21633,0.163088467,0.009641373,0.00012909,453.3467447
92,Grimes,28880,15713,13167,40.3,0.22098338,0.334279778,0.125831025,0.141135734,0.177770083,0.455921053,0.544078947,Texas,801,2,799,2773.545706,0.24968789,48185,7,7,0,1,0,0,0,0,1,0,23415,4462,296,113,38,556,0.810768698,0.154501385,0.010249307,0.003912742,0.001315789,0.019252078,3,0,0,0,1,0,0,0,35450,49498,17.5,77.8,13.2,5.3,787.5,31.1,68.9,N,Brazos_Valley_RAC_N,360335,533,123,8,42,0.001479179,0.000341349,2.22E-05,0.000116558,3918,87,45,28880,0.163815789,4731,0.13566482,0.027735457,6.93E-05,36.67301587
93,Guadalupe,166847,82545,84302,37.4,0.247346371,0.361558793,0.131389836,0.118174136,0.141530864,0.505265303,0.494734697,Texas,1519,6,1513,910.414931,0.394996708,48187,8,8,1,0,0,1,0,0,0,0,142043,14741,1619,3306,391,4747,0.851336854,0.088350405,0.009703501,0.019814561,0.002343464,0.028451216,1,0,0,0,0,0,0,1,44809,73864,8.5,88.2,26.5,3.3,711.3,73.84,26.16,P,Southwest_Texas_RAC_P,2945792,5681,715,101,695,0.001928514,0.000242719,3.43E-05,0.00023593,15880,128,55,166847,0.113547142,18945,0.095177018,0.009104149,3.60E-05,234.5662871
94,Hale,33406,17410,15996,33.4,0.267886009,0.37400467,0.11204574,0.108244028,0.137819553,0.478836137,0.521163863,Texas,1061,23,1038,3176.076154,2.167766258,48189,1,1,0,1,0,0,0,1,0,0,30122,1937,583,225,50,489,0.901694306,0.057983596,0.017451955,0.006735317,0.001496737,0.014638089,3,0,0,0,1,0,0,0,32263,42782,18.4,75.4,15.8,5.1,1004.7,76.9,23.1,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,5917,50,23,33406,0.185864815,6209,0.17712387,0.031760762,0.000688499,33.24972629
95,Hall,2964,1450,1514,45.2,0.221322537,0.276990553,0.118421053,0.143387314,0.239878543,0.510796221,0.489203779,Texas,6,1,5,202.4291498,16.66666667,48191,1,1,0,1,0,0,0,0,1,0,2582,270,46,14,2,50,0.871120108,0.091093117,0.015519568,0.004723347,0.000674764,0.016869096,6,0,1,0,0,0,0,0,30180,32597,24.1,72.1,12.5,6.2,883.5,0,100,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,546,50,23,2964,0.210526316,624,0.184210526,0.002024291,0.000337382,3.35483871
96,Hamilton,8461,4231,4230,45.4,0.217350195,0.279163219,0.104597565,0.145254698,0.253634322,0.499940905,0.500059095,Texas,53,2,51,626.4034984,3.773584906,48193,7,7,0,1,0,0,0,0,1,0,8011,85,166,73,6,120,0.946814797,0.010046094,0.01961943,0.008627822,0.000709136,0.014182721,4,0,0,0,0,1,0,0,60744,49210,14.7,82.2,21.5,3.9,835.9,35.62,64.38,L,Central_Texas_RAC_L,490708,1006,233,10,136,0.002050099,0.000474824,2.04E-05,0.000277151,1040,87,45,8461,0.179884174,1522,0.122916913,0.006264035,0.000236379,10.12202417
97,Hansford,5399,2723,2676,34,0.296906835,0.32024449,0.115947398,0.116503056,0.150398222,0.495647342,0.504352658,Texas,47,2,45,870.5315799,4.255319149,48195,1,1,0,1,0,0,0,0,1,0,5145,56,96,23,3,76,0.952954251,0.010372291,0.017781071,0.004260048,0.000555658,0.014076681,6,0,1,0,0,0,0,0,62998,57240,11.6,74,20.8,2.5,919.8,59.67,40.33,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,501,50,23,5399,0.224856455,1214,0.092794962,0.008705316,0.000370439,5.869754294
98,Hardeman,3933,1986,1947,43.7,0.215102975,0.300788202,0.122044241,0.130180524,0.231884058,0.495041953,0.504958047,Texas,11,0,11,279.684719,0,48197,2,3-Feb,0,1,0,0,0,0,1,0,3538,224,49,22,0,100,0.89956776,0.056953979,0.012458683,0.005593694,0,0.025425884,6,0,1,0,0,0,0,0,38212,42469,17.4,75.6,13.5,3.9,695.1,0,100,C,North_Texas_RAC_C,219793,1050,237,14,30,0.004777222,0.001078287,6.37E-05,0.000136492,598,261,152,3933,0.212051869,834,0.152046784,0.002796847,0,5.658178679
99,Hardin,57602,28325,29277,39.1,0.243967223,0.327419187,0.123155446,0.135984862,0.169473282,0.508263602,0.491736398,Texas,682,6,676,1183.986667,0.879765396,48199,5,6/5S,1,0,0,0,1,0,0,0,52718,3232,364,428,17,843,0.915211277,0.056109163,0.006319225,0.007430298,0.000295129,0.014634909,1,0,0,0,0,0,0,1,45982,60909,12.4,86.9,16.1,6.1,890.6,48.45,51.55,R,East_Texas_Gulf_Coast_RAC_R,1309237,1663,223,4,139,0.001270205,0.000170328,3.06E-06,0.000106169,6756,186,147,57602,0.116089719,6687,0.117287594,0.011839867,0.000104163,64.67774534
100,Harris,4713325,2339443,2373882,34,0.264331443,0.39535084,0.12374343,0.107486329,0.109087958,0.503653366,0.496346634,Texas,64108,637,63471,1360.143847,0.99363574,48201,6,6/5S,1,0,1,0,0,0,0,0,3278689,940846,49970,345406,5760,92654,0.695621244,0.199614073,0.010601857,0.073282874,0.001222067,0.019657885,1,0,0,0,0,0,0,1,56474,60241,16.5,80.2,30.1,5,1706.2,98.79,1.21,Q,Southeast_Texas_Trauma_RAC_Q,6688587,6905,1243,70,915,0.001032356,0.000185839,1.05E-05,0.0001368,678358,186,147,4713325,0.192802745,908742,0.143923451,0.013601438,0.000135149,2762.46923
101,Harrison,66553,32613,33940,38.6,0.249214911,0.325545054,0.117710697,0.133126982,0.174402356,0.509969498,0.490030502,Texas,562,34,528,844.4397698,6.049822064,48203,4,4/5N,0,1,0,0,0,1,0,0,49883,14049,826,513,75,1207,0.749522937,0.211094917,0.012411161,0.007708142,0.001126921,0.018135922,1,0,0,0,0,0,0,1,41917,50131,14.7,82.8,17.7,5.2,900.1,43.95,56.05,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,10362,101,22,66553,0.141646507,9427,0.155695461,0.008444398,0.000510871,73.93956227
102,Hartley,5576,3355,2221,40.3,0.208751793,0.370337159,0.155667145,0.110832138,0.154411765,0.398314204,0.601685796,Texas,81,2,79,1452.654232,2.469135802,48205,1,1,0,1,0,0,0,0,1,0,5025,392,44,47,2,66,0.901183644,0.070301291,0.007890961,0.008428981,0.00035868,0.011836442,6,0,1,0,0,0,0,0,62463,72451,9.5,82.1,20.1,2,1462,42.74,57.26,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,311,50,23,5576,0.142216643,793,0.055774749,0.014526542,0.00035868,3.813953488
103,Haskell,5658,2999,2659,43.2,0.168964298,0.35242135,0.104453871,0.150406504,0.223753977,0.469954047,0.530045953,Texas,30,0,30,530.2226935,0,48207,2,3-Feb,0,1,0,0,0,0,1,0,5139,271,65,50,0,133,0.908271474,0.047896783,0.011488158,0.008837045,0,0.023506539,6,0,1,0,0,0,0,0,34530,40880,23.1,68.5,13.5,4.7,903.1,52.38,47.62,D,Big_Country_RAC_D,306972,1643,604,29,79,0.00535228,0.001967606,9.45E-05,0.000257352,766,261,152,5658,0.17709438,1002,0.135383528,0.005302227,0,6.265086923
104,Hays,230191,114298,115893,32.8,0.228566712,0.440733999,0.113636067,0.103301172,0.11376205,0.503464514,0.496535486,Texas,4133,24,4109,1795.465505,0.580691991,48209,7,7,1,0,0,1,0,0,0,0,207127,10654,2811,3991,324,5284,0.899804945,0.046283304,0.012211598,0.017337776,0.001407527,0.022954851,1,0,0,0,0,0,0,1,43719,68180,13.2,88.9,36.3,3.1,676.9,68.29,31.71,O,Capital _Area_Trauma_RAC_O,2375407,5534,563,50,253,0.002329706,0.000237012,2.10E-05,0.000106508,18006,87,45,230191,0.133971354,30839,0.078221998,0.017954655,0.000104261,340.0664795
105,Hemphill,3819,1905,1914,36.4,0.301911495,0.315789474,0.107881644,0.115737104,0.158680283,0.501178319,0.498821681,Texas,34,0,34,890.285415,0,48211,1,1,0,1,0,0,0,0,1,0,3627,32,60,49,5,46,0.949725059,0.008379157,0.015710919,0.012830584,0.001309243,0.012045038,6,0,1,0,0,0,0,0,58484,66849,9.6,78.7,23.2,2.5,906.3,73.05,26.95,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,301,50,23,3819,0.216025137,825,0.078816444,0.008902854,0,4.213836478
106,Henderson,82737,40514,42223,44.3,0.212746413,0.294753254,0.118749773,0.149739536,0.224011023,0.510327906,0.489672094,Texas,500,7,493,604.3245465,1.4,48213,4,4/5N,0,1,0,0,0,1,0,0,74305,5333,767,558,83,1691,0.898086708,0.064457256,0.009270339,0.006744262,0.001003179,0.020438256,1,0,0,0,0,0,0,1,39627,43337,19.4,82.9,17.5,4.2,873.8,39.89,60.11,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,12904,101,22,82737,0.159372469,13186,0.155964079,0.006043245,8.46E-05,94.6864271
107,Hidalgo,868707,426020,442687,29.7,0.321318926,0.370396463,0.110861315,0.084234385,0.113188912,0.509592993,0.490407007,Texas,15153,456,14697,1744.316553,3.009305088,48215,11,11,1,0,0,0,1,0,0,0,842429,7747,4688,9078,403,4362,0.969750445,0.008917851,0.005396526,0.010450014,0.000463908,0.005021256,1,0,0,0,0,0,0,1,26410,38785,30,63.3,17.4,7.4,1570.8,94.86,5.14,V,Lower_Rio_Grande_Valley_RAC_V,1385112,3307,949,226,181,0.002387533,0.000685143,0.000163164,0.000130675,224230,,,868707,0.268895036,233591,0.258119251,0.017443166,0.000524918,553.0347594
108,Hill,36649,18208,18441,41.6,0.231384212,0.302682201,0.117711261,0.138557669,0.209664657,0.503178804,0.496821196,Texas,264,2,262,720.3470763,0.757575758,48217,7,7,0,1,0,0,0,0,1,0,32822,2456,359,249,53,710,0.89557696,0.067014107,0.009795629,0.006794183,0.001446151,0.019372971,2,0,0,0,0,0,1,0,39205,48670,12.6,80.3,16,3.9,958.9,23.73,76.27,M,Heart_of_Texas_RAC_M,346651,445,153,11,58,0.001283712,0.000441366,3.17E-05,0.000167315,5251,87,45,36649,0.160932085,5898,0.143278125,0.007203471,5.46E-05,38.21983523
109,Hockley,23021,11476,11545,34.6,0.256809,0.368533078,0.105077972,0.119586465,0.149993484,0.501498632,0.498501368,Texas,160,4,156,695.0175926,2.5,48219,1,1,0,1,0,0,0,1,0,0,21360,927,306,117,15,296,0.927848486,0.040267582,0.013292211,0.005082316,0.000651579,0.012857825,3,0,0,0,1,0,0,0,38975,46764,19.5,78.2,14.7,3.7,908.4,60.15,39.85,B,B_RAC_B,513580,2720,757,28,206,0.005296156,0.001473967,5.45E-05,0.000401106,3474,50,23,23021,0.169931801,3912,0.150905695,0.006950176,0.000173754,25.34236019
110,Hood,61643,30043,31600,46.4,0.210778191,0.275359733,0.111951073,0.151825836,0.250085168,0.512629171,0.487370829,Texas,308,5,303,499.6512175,1.623376623,48221,3,3-Feb,1,0,0,1,0,0,0,0,58810,709,605,545,58,916,0.954041821,0.011501711,0.009814577,0.008841231,0.000940902,0.014859757,1,0,0,0,0,0,0,1,50741,60917,10.2,88.2,25.8,4.2,420.7,67.15,32.85,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,6055,261,152,61643,0.12415035,7653,0.098226887,0.004996512,8.11E-05,146.5248396
111,Hopkins,37084,18259,18825,39.6,0.2416406,0.317225758,0.122182073,0.133238054,0.185713515,0.507631323,0.492368677,Texas,149,1,148,401.7905296,0.67114094,48223,4,4/5N,0,1,0,0,0,1,0,0,32897,2755,387,265,45,735,0.887094165,0.074290799,0.010435767,0.007145939,0.001213461,0.019819868,1,0,0,0,0,0,0,1,39120,52079,14.6,82.4,17.1,3.6,767.4,40.37,59.63,F,Northeast_Texas_RAC_F,273329,2063,693,102,63,0.007547681,0.002535406,0.000373177,0.000230491,5275,101,22,37084,0.176059756,6529,0.142244634,0.004017905,2.70E-05,48.32421162
112,Houston,22968,12294,10674,44.6,0.197666318,0.307688959,0.131095437,0.138192268,0.225357018,0.464733542,0.535266458,Texas,236,0,236,1027.516545,0,48225,5,4/5N,0,1,0,0,0,0,1,0,16507,5785,166,188,2,320,0.718695576,0.25187217,0.007227447,0.008185301,8.71E-05,0.013932428,4,0,0,0,0,1,0,0,38081,39533,26.1,82.4,14.5,4.2,1231,26.51,73.49,G,Piney_Woods_RAC_G,968611,1993,319,23,229,0.002057586,0.000329338,2.37E-05,0.000236421,3408,101,22,22968,0.13549286,3112,0.148380355,0.010275165,0,18.65800162
113,Howard,36664,20951,15713,36.8,0.218524984,0.38871918,0.146628846,0.114853808,0.131273184,0.428567532,0.571432468,Texas,126,3,123,343.6613572,2.380952381,48227,9,10-Sep,0,1,0,0,0,1,0,0,32333,2564,590,453,36,688,0.881873227,0.069932359,0.016092079,0.012355444,0.00098189,0.018765001,2,0,0,0,0,0,1,0,40255,50423,20.6,79.4,12.6,4.3,900.8,79.94,20.06,J,Texas_J_RAC_J,526736,1754,770,48,172,0.003329941,0.001461833,9.11E-05,0.000326539,4359,47,19,36664,0.131436832,4819,0.118890465,0.003436614,8.18E-05,40.70159858
114,Hudspeth,4886,2594,2292,35.8,0.208145722,0.43246009,0.101105199,0.099672534,0.158616455,0.469095375,0.530904625,Texas,19,0,19,388.8661482,0,48229,10,10-Sep,1,0,0,0,1,0,0,0,4406,188,97,76,9,110,0.901760131,0.038477282,0.01985264,0.015554646,0.001841998,0.022513303,6,0,1,0,0,0,0,0,32472,42671,17.8,52.2,7.5,6,4570.5,0,100,I,Border_RAC_I,881765,801,115,8,97,0.000908405,0.00013042,9.07E-06,0.000110007,865,47,19,4886,0.209783054,1025,0.177036431,0.003888661,0,1.069029647
115,Hunt,98594,48534,50060,38,0.238310648,0.34305333,0.124997464,0.133283973,0.160354585,0.507738808,0.492261192,Texas,937,8,929,950.362091,0.853788687,48231,3,3-Feb,1,0,0,1,0,0,0,0,85275,8130,1287,1491,195,2216,0.864910644,0.082459379,0.013053533,0.015122624,0.001977808,0.022476013,1,0,0,0,0,0,0,1,38029,53360,13.6,82.7,17.3,3.9,840.4,43.37,56.63,E,North_Central_Texas_RAC_E,8080080,12019,1650,265,1753,0.001487485,0.000204206,3.28E-05,0.000216953,13264,261,152,98594,0.145789805,14374,0.134531513,0.009503621,8.11E-05,117.3179438
116,Hutchinson,20938,10583,10355,38.1,0.253462604,0.332696533,0.111758525,0.131053587,0.171028752,0.494555354,0.505444646,Texas,105,1,104,501.4805617,0.952380952,48233,1,1,0,1,0,0,0,1,0,0,19202,625,449,159,14,489,0.917088547,0.029850033,0.021444264,0.007593849,0.000668641,0.023354666,1,0,0,0,0,0,0,1,41550,54351,13,84.9,15.3,6,887.4,77.44,22.56,A,Panhandle_RAC_A,440127,1306,467,68,112,0.002967325,0.001061057,0.000154501,0.000254472,2620,50,23,20938,0.171840672,3598,0.12513134,0.005014806,4.78E-05,23.59477124
