,County,Population_Estimate,Population_Male,Population_Female,MEDIAN_AGE_TOT,Age017_Per_Pop_Est,Age1844_Per_Pop_Est,Age4554_Per_Pop_Est,Age_5564_Per_Pop_Est,Age_65_plus_Per_Pop_Est,Pop_Female_Ratio,Pop_Male_Ratio,State,Confirmed,Deaths,Active,Incidence_Rate,Lethality_Rate,FIPS,Public_Health_Region,Health_Service_Region,Metro_Area_Metro,Metro_Area_Non-Metro,NCHS_Urban_Rural_Classification_2013_Large Central Metro,NCHS_Urban_Rural_Classification_2013_Large Fringe Metro,NCHS_Urban_Rural_Classification_2013_Medium Metro,NCHS_Urban_Rural_Classification_2013_Micropolitan,NCHS_Urban_Rural_Classification_2013_Non-core,NCHS_Urban_Rural_Classification_2013_Small Metro,White,Black,American_Indian_Alaskan_Native,Asian,Native_Hawaiian_Other_Pacific_Islander,Two_Or_More_Races,White_Pop_Ratio,Black_Pop_Ratio,American_Indian_Alaskan_Native_Pop_Ratio,Asian_Pop_Ratio,Native_Hawaiian_Other_Pacific_Islander_Pop_Ratio,Two_Or_More_Races_Pop_Ratio,Social_Distancing_Score_B,Social_Distancing_Score_B-,Social_Distancing_Score_C,Social_Distancing_Score_C-,Social_Distancing_Score_D,Social_Distancing_Score_D+,Social_Distancing_Score_D-,Social_Distancing_Score_F,Per_Capita_Income,Median_Household_Income,Percent_Population_Poverty,Percentage_High_School_Graduate_Or_Higher,Percentage_Bachelors_Degree_Or_Higher,Unemployment_Rate_Percentage,Land_Area,Percent_Urban,Percent_Rural,Trauma_Area_Letter,Service_Area_RAC,Trauma_Service_Area_Population_Estimate,Total_Staffed_Hospital_Beds,Available_Hospital_Beds,Available_ICU_Beds,Available_Ventilators,Total_Staffed_Hospital_Beds_Ratio,Available_Hospital_Beds_Ratio,Available_ICU_Beds_Ratio,Available_Ventilators_Ratio,Medicaid_Caseload,Nursing_Homes_With_Cases_In_HSR,Assisted_Living_Facilities_With_Cases_In_HSR,# Uninsured,Medicaid_Caseload_Ratio,Confirmed_Per_Capita,Deaths_Per_Capita,Population_Density,Uninsured_Per_Pop,Log_Lethality,Sqrt_Lethality
119,Jackson,14760,0.0030492926949070016,0.0030429415804085623,0.3471337579617836,0.6335660845668153,0.36986639519371356,0.3078051733634015,0.35281597678660304,0.3367015002027826,0.8650979519888613,0.13490204801113848,Texas,73.0,1.0,0.001753346174741937,0.10771967875695802,0.0684931506849315,48239.0,8.0,8,0,1,0,0,0,0,1,0,0.003910838614231353,0.001056497085067147,0.0026419550467345833,0.0004545401906173641,0.0012152777777777778,0.0028819376983356,0.7883850584327778,0.1948711853715197,0.16423459498073884,0.045009174880217176,0.028531005898294274,0.35402131083249055,0,0,0,0,1,0,0,0,0.1985270196999819,0.3299167376549147,0.26086956521739135,0.7841409691629952,0.23310023310023312,0.2061855670103093,0.11593963609946174,0.38445272379417983,0.6155472762058202,S,Golden_Crescent_RAC_S,0.000913219122086955,0.013390557939914165,122,17,47,0.0028124196451529957,0.0006535527556355533,9.106882660495414e-05,0.00025177852061369677,0.0029498959944215864,0.29213483146067415,0.2222222222222222,0.002504773486378368,0.37309000511392987,0.00494579945799458,6.775067750677507e-05,0.0058036100213705415,0.15941734417344172,0.0,0.0
120,Jasper,35529,0.007423807225536938,0.007481600377471363,0.4554140127388536,0.5780370926702582,0.28646111634387705,0.4775510395188107,0.45791849331823165,0.40014232472079586,0.8814179815696621,0.11858201843033767,Texas,70.0,1.0,0.0016792611251049538,0.038948853117803606,0.07142857142857144,48241.0,5.0,4/5N,0,1,0,0,0,0,1,0,0.00866265547192545,0.0060498806923563395,0.005243880471548946,0.0005992982131069705,0.004861111111111111,0.0060337197504479415,0.5975789495375108,0.4679439240309506,0.10637338312812158,0.021477718070725474,0.04741114549340803,0.29366440990403064,0,0,0,0,0,0,1,0,0.18978854147840227,0.24010057431782583,0.47157190635451496,0.8436123348017619,0.0769230769230769,0.5567010309278351,0.13398606478882544,0.21961534588661766,0.7803846541133823,R,East_Texas_Gulf_Coast_RAC_R,0.14299884958439354,0.11107296137339058,223,4,139,0.0012702054708200272,0.0001703282140666663,3.0552146020926694e-06,0.00010616870742272026,0.00874796743173298,0.19662921348314605,0.030303030303030304,0.005249459371715649,0.48223634667508447,0.001970221509189676,2.8146021559852514e-05,0.012446715767261588,0.13642376650060514,0.0,0.0
121,Jeff Davis,2274,0.0004069713508413662,0.00038673963322927597,1.0,0.0,0.0944509444048598,0.574155833081339,1.0,0.9456047858510392,0.7843210296848755,0.21567897031512429,Texas,5.0,0.0,9.878006618264433e-05,0.04423097933334535,0.0,48243.0,10.0,9/10,0,1,0,0,0,0,1,0,0.0005377746257616313,3.0823355600550565e-05,0.0005403998959229829,9.264513439334809e-05,0.00034722222222222224,0.0004209571918917169,0.8842420285512682,0.03536593410687502,0.33769567291340097,0.06512114424934386,0.052910874112177854,0.40002311776920385,1,0,0,0,0,0,0,0,0.2091632026025664,0.29220136847022615,0.2675585284280937,0.7070484581497793,0.7249417249417248,0.11340206185567012,0.35290426972228645,0.0,0.9999999999999999,J,Texas_J_RAC_J,0.04395590069289472,0.11888412017167384,770,48,172,0.0033299413748063547,0.0014618328726344887,9.112724400838371e-05,0.00032653929103004163,0.00017248267433649453,0.0,0.030303030303030304,0.0003807783946779066,0.10894948411638067,0.0021987686895338612,0.0,0.00024089408192677823,0.18601583113456466,-3.66612246699132,0.15992325525180034
122,Jefferson,251565,0.05489710079936526,0.05171020647178023,0.29299363057324845,0.58859511751278,0.5059846677107986,0.41262137214760686,0.3345447082819252,0.213942194258053,0.7874863201848779,0.21251367981512148,Texas,3235.0,36.0,0.07897466291302416,0.290619168327416,0.05564142194744977,48245.0,5.0,6/5S,1,0,0,0,1,0,0,0,0.04520174174311577,0.09120099485037388,0.05259892320317035,0.0287228868223877,0.04114583333333333,0.047546575135461865,0.09837004636457491,0.9999999999999999,0.19736684743366817,0.18299137650925928,0.056676566041120396,0.3294225145259698,0,0,0,0,0,0,0,1,0.2192662208566781,0.24793218103377213,0.4548494983277591,0.766519823788546,0.2680652680652681,0.5463917525773195,0.1237658091998811,0.9223643137649783,0.07763568623502166,R,East_Texas_Gulf_Coast_RAC_R,0.14299884958439354,0.11107296137339058,223,4,139,0.0012702054708200272,0.0001703282140666663,3.0552146020926694e-06,0.00010616870742272026,0.06195813535909566,0.6910112359550562,1.0,0.04544028877529122,0.47988316578115103,0.012859499532923896,0.00014310416790889034,0.0949551778772378,0.16443861427464074,0.0,0.0
123,Jim Hogg,5200,0.0010490627047948663,0.000986649478238523,0.2261146496815286,0.8103020079131961,0.3527995297611404,0.16477526906262607,0.1676897583771726,0.29044129230487165,0.7796769755960453,0.22032302440395446,Texas,27.0,0.0,0.0006420704301871883,0.11341691643388453,0.0,48247.0,11.0,11,0,1,0,0,0,0,1,0,0.0014293884834481023,4.2514973242138715e-05,0.000580429517843204,7.816933214438744e-05,0.00034722222222222224,0.0003669883211363686,0.9658199384079078,0.019750587382927013,0.08605675468685434,0.02000709596624367,0.02313833225597931,0.115666271741662,0,0,1,0,0,0,0,0,0.0984547261883246,0.08381193152153005,0.6722408026755853,0.5814977973568283,0.08857808857808855,0.5360824742268041,0.16659511937390617,0.8317389990937468,0.16826100090625315,T,Seven_Flags_RAC_T,0.014709219766593094,0.044721030042918455,147,0,94,0.003010122806246174,0.0004971775870990871,0.0,0.0003179230829068993,0.001976916805856745,0.07303370786516855,0.0,0.0008033763818348896,0.8266925666460858,0.005192307692307692,0.0,0.0014243761107431967,0.15519230769230768,0.0,0.0
124,Jim Wells,40482,0.00849595443972827,0.008511642211072213,0.2579617834394904,0.7005002368717397,0.43267748917517856,0.3316555059900941,0.2433233367618174,0.2407686819188501,0.873363491856068,0.12663650814393135,Texas,242.0,0.0,0.005951498987504321,0.13157484679329376,0.0,48249.0,11.0,11,0,1,0,0,0,1,0,0,0.011786201795124034,0.0004591617110150981,0.008045954005964412,0.0006919433475003185,0.0050347222222222225,0.0038749649202340086,0.9482986713583406,0.028021596993622784,0.18573312810180553,0.021818163867770753,0.04309644415050739,0.13799735333937133,0,0,0,0,1,0,0,0,0.1876829929513826,0.1627188040999148,0.5384615384615384,0.5484581497797356,0.07925407925407923,0.5670103092783505,0.1218505432090612,0.6032625113281643,0.39673748867183567,U,Coastal_Bend_RAC_U,0.05713979770962366,0.17004291845493563,1071,148,167,0.0037248552457849696,0.001697582965206682,0.00023458662824518106,0.00026470247916854893,0.013665934966660721,0.07303370786516855,0.0,0.007548436442473299,0.7051058477916476,0.00597796551553777,0.0,0.01540832218375415,0.171335408329628,-3.6130777406976544,0.16422154636071554
125,Johnson,175817,0.03748454085979538,0.0369584907886034,0.3025477707006369,0.6524677492017505,0.438025758111416,0.5764122136642111,0.3212996672205045,0.1914170236497657,0.8520220959376543,0.1479779040623459,Texas,782.0,4.0,0.019188027855978663,0.0962101886082144,0.025575447570332484,48251.0,3.0,2/3,1,0,0,1,0,0,0,0,0.04879534518389726,0.007848264060498806,0.035125993234993894,0.005054950145337055,0.15329861111111112,0.03993696435895775,0.8308336507294569,0.12012451599245387,0.18317955820399018,0.04101397980727961,0.3021379229157437,0.4095461299960975,0,0,0,0,0,0,0,1,0.19786734140610876,0.44734961941139295,0.18729096989966557,0.7775330396475768,0.2424242424242424,0.18556701030927833,0.09865270944094047,0.6256167556137349,0.3743832443862652,E,North_Central_Texas_RAC_E,1.0,1.0,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,0.029854244769131205,1.0,0.9292929292929293,0.027812230029768945,0.29317166894374,0.004447806526103847,2.2750928522270316e-05,0.08027770186988833,0.14417832177775755,0.0,0.0
126,Jones,20083,0.0052966124337442515,0.0030707463906407325,0.3598726114649681,0.35911312665751205,0.6585639408021029,0.6533053451657662,0.28156938963569367,0.24670190847250123,0.128660858952361,0.8713391410476392,Texas,607.0,0.0,0.014965180026670619,0.6919563603751433,0.0,48253.0,2.0,2/3,1,0,0,0,0,0,0,1,0.00496473046449025,0.002824057097609064,0.005524087824990493,0.00046612083241653256,0.00017361111111111112,0.0035619454698529885,0.6408715287339342,0.3859116554322521,0.3107373348811535,0.032227466090958945,0.002995551653913569,0.3133425507188705,0,0,1,0,0,0,0,0,0.09721669980119282,0.18997829133576982,0.5652173913043478,0.634361233480176,0.08624708624708624,0.3402061855670103,0.13231846250371496,0.14953176920753197,0.8504682307924681,D,Big_Country_RAC_D,0.016139866438380873,0.10935622317596567,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,0.003184295526212207,1.0,0.9292929292929293,0.0024662554406739558,0.2703000367809194,0.030224568042623114,0.0,0.0070727846982666575,0.11542100283822138,0.0,0.0
127,Karnes,15601,0.003814928923223059,0.0026427208270667192,0.24522292993630568,0.4934573746626908,0.700031859730714,0.2611480683915266,0.20932509697774548,0.1867287494518824,0.366219912817644,0.6337800871823558,Texas,62.0,0.0,0.0015063960092853263,0.08526209752228998,0.0,48255.0,8.0,8,0,1,0,0,0,0,1,0,0.0040886733316556475,0.0015114072987580313,0.003202369753617677,0.00022582251508378596,0.0010416666666666667,0.00160827234850938,0.7638071821531607,0.2648878119290741,0.20457611416098193,0.017846141058414602,0.02313684912462517,0.16052864222013696,0,0,0,0,1,0,0,0,0.2692210374118923,0.25647825011678715,0.5585284280936454,0.6167400881057268,0.11655011655011657,0.154639175257732,0.10246673050886634,0.6203806263216192,0.37961937367838083,P,Southwest_Texas_RAC_P,0.3501413749270153,0.45596566523605153,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,0.0033376134589557576,0.29213483146067415,0.2222222222222222,0.0019446110502770548,0.40710770373031163,0.003974104224088199,0.0,0.006819475199638745,0.11819755143901033,-3.2503744919275714,0.19687480773953947
128,Kaufman,136154,0.028602562124048457,0.029002102212167556,0.24840764331210197,0.7200716205444246,0.4906594911612929,0.5506638420328693,0.24200997382703515,0.10435063626098867,0.891509395068659,0.10849060493134077,Texas,927.0,5.0,0.02274411023855386,0.15076919011870843,0.02696871628910464,48257.0,3.0,2/3,1,0,0,1,0,0,0,0,0.033643400211998506,0.020123399709835305,0.027480335448231693,0.005862699910829059,0.022222222222222223,0.032586404162079315,0.6048198899948305,0.40565847752189405,0.18674632219405318,0.06481280326380401,0.056556817829736296,0.4353377079017029,0,0,0,0,0,0,0,1,0.20816916681727812,0.5132862520952983,0.2140468227424749,0.79295154185022,0.28205128205128205,0.154639175257732,0.10793184294818874,0.5153559560970697,0.4846440439029302,E,North_Central_Texas_RAC_E,1.0,1.0,1650,265,1753,0.0014874852724230453,0.00020420589895149552,3.2796704983118977e-05,0.00021695329749210404,0.024023740692200982,1.0,0.9292929292929293,0.019998569329730976,0.3095748112758729,0.0068084668830882674,3.672312234675441e-05,0.05766774294692702,0.13403205194118425,0.0,0.0
129,Kendall,47431,0.009848535693995164,0.010106205949386821,0.4872611464968154,0.5565927431988974,0.29625068620787065,0.6536540927569994,0.463257959221437,0.3672602106726251,0.9073048375743327,0.09269516242566711,Texas,95.0,0.0,0.002321331555292142,0.039704329680073445,0.0,48259.0,8.0,8,1,0,0,1,0,0,0,0,0.01355844829295448,0.000729131791102679,0.006965154214118448,0.0019368623409109333,0.007986111111111112,0.009185501802560283,0.9057723347718978,0.03916559027590416,0.10365521441703601,0.06124837858582328,0.05834463827064843,0.34225730067350735,0,0,0,0,0,0,0,1,0.5825863003795408,0.836209502349482,0.08026755852842812,0.9801762114537442,0.7459207459207458,0.11340206185567012,0.08838292111085427,0.42130701842714735,0.5786929815728526,P,Southwest_Texas_RAC_P,0.3501413749270153,0.45596566523605153,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,0.00411894523159116,0.29213483146067415,0.2222222222222222,0.00586354707180314,0.09207006591399691,0.002002909489574329,0.0,0.023625521537659018,0.11395500832788683,0.0,0.0
130,Kenedy,404,0.0,0.0,0.32165605095541394,0.6121688999085931,0.4152724110422137,0.4508213914602126,0.33862412025175725,0.28044426971444,0.7112874432314118,0.288712556768588,Texas,1.0,0.0,0.0,0.05062089016642316,0.0,48261.0,11.0,11,0,1,0,0,0,1,0,0,0.0,1.7005989296855486e-05,0.0,1.4475802248960639e-05,0.0,1.0793774151069668e-05,0.8059264107862776,0.12034605558403405,0.41213862806749574,0.07655090543195386,0.0,0.43635507025076326,0,0,0,0,0,0,0,0,0.2147117296222664,0.16593388475172433,0.3076923076923077,0.20044052863436113,0.09790209790209789,0.13402061855670103,0.21982630518772908,0.0,0.9999999999999999,U,Coastal_Bend_RAC_U,0.05713979770962366,0.17004291845493563,1071,148,167,0.0037248552457849696,0.001697582965206682,0.00023458662824518106,0.00026470247916854893,4.422632675294728e-06,0.07303370786516855,0.0,0.0,0.16299476686287984,0.0024752475247524753,0.0,0.0,0.1905940594059406,-3.100092288878234,0.21223817998900446
132,Kerr,52600,0.010736006833014781,0.01140924046526716,0.6687898089171974,0.41388929124653706,0.22801162628525462,0.24501117802318695,0.4877278660756543,0.676738163970567,0.956656067286082,0.043343932713917344,Texas,129.0,1.0,0.003136267101298958,0.050094495889196504,0.03875968992248063,48265.0,8.0,8,0,1,0,0,0,1,0,0,0.01493811626364073,0.0011022006813024461,0.011948842143185957,0.0018123704415698718,0.010416666666666668,0.009995034863890508,0.8901455755862455,0.05460926649550915,0.22897500758767325,0.05062421424379701,0.06862319072115539,0.3342658972138942,0,0,0,0,0,0,0,1,0.2742544731610338,0.3246407078673298,0.29431438127090304,0.8392070484581495,0.4405594405594405,0.1443298969072165,0.1611630287620117,0.5930923371261706,0.4069076628738294,P,Southwest_Texas_RAC_P,0.3501413749270153,0.45596566523605153,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,0.00848703210389059,0.29213483146067415,0.2222222222222222,0.00883824071577534,0.2739105550006705,0.0024524714828897337,1.9011406844106464e-05,0.01570182328360292,0.15414448669201522,-1.6949096432381372,0.42850416475110203
133,Kimble,4337,0.0008182176108302258,0.0008505744221022965,0.7420382165605096,0.3827602166021753,0.16620021135082852,0.25399572865105435,0.5816430020776122,0.7338234837051099,0.9072205937761286,0.0927794062238716,Texas,9.0,0.0,0.00019756013236528868,0.0413743313297807,0.0,48267.0,9.0,9/10,0,1,0,0,0,0,1,0,0.0011618738227600987,3.932635024897831e-05,0.0011008146028060764,9.843545529293233e-05,0.0005208333333333333,0.00018349416056818427,0.9453830923359499,0.02233118545503344,0.31713368581475426,0.033114623394759554,0.041613786395351314,0.06344096664392673,0,0,1,0,0,0,0,0,0.21243448400506051,0.17074276606853345,0.4180602006688964,0.7621145374449336,0.22610722610722608,0.154639175257732,0.1855496483175379,0.5608700030208439,0.4391299969791561,K,Concho_Valley_RAC_K,0.0,0.0,167,4,27,0.00205620287868403,0.0009305850426564581,2.2289462099555882e-05,0.0001504538691720022,0.0007194149151812764,0.0,0.030303030303030304,0.0006548067769750127,0.30707435155974383,0.0020751671662439476,0.0,0.0010567165430022103,0.15494581507954808,0.0,0.0
135,Kinney,3667,0.0007694836465488018,0.0006163399601464387,0.4840764331210191,0.4216716099071468,0.4148332803165655,0.3505206637456246,0.20418824060996954,0.5617916333975359,0.5756165309476817,0.42438346905231805,Texas,3.0,0.0,4.939003309132216e-05,0.012321476250760842,0.0,48271.0,8.0,8,0,1,0,0,0,0,1,0,0.0009321833558295777,8.396707215322397e-05,0.001040770169925745,5.790320899584256e-05,0.001388888888888889,0.0007555641905748764,0.8780578488415836,0.060735258498660946,0.373358353995576,0.022040451609803537,0.13124551702328052,0.41362653243882774,0,0,1,0,0,0,0,0,0.09606000361467557,0.1802093924321948,0.5351170568561873,0.4118942731277533,0.1375291375291375,0.3608247422680413,0.2036290988343295,0.8009263921055282,0.19907360789447187,P,Southwest_Texas_RAC_P,0.3501413749270153,0.45596566523605153,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,0.0005837875131389046,0.29213483146067415,0.2222222222222222,0.0005260464527631195,0.2951576697680327,0.0008181074447777475,0.0,0.0008011400225540788,0.15134987728388327,0.0,0.0
136,Kleberg,30680,0.006574810268844761,0.006275461412400102,0.03503184713375784,0.5837946376972896,0.7553802292691669,0.0689972954123681,0.04210757415840527,0.1520397868597016,0.8050731131061994,0.19492688689380078,Texas,111.0,1.0,0.0026917568034770583,0.07703172349141225,0.04504504504504505,48273.0,11.0,11,0,1,0,0,0,1,0,0,0.008382939458412451,0.0013370959084652626,0.006064487720913476,0.002127942930597214,0.009895833333333333,0.004997517431945254,0.8210512655068183,0.1172785793103204,0.18576593511706657,0.10877144532700944,0.11176991005006956,0.27996150521976926,0,0,0,0,0,0,1,0,0.1734682812217603,0.17214421148086068,0.6655518394648829,0.6365638766519823,0.4195804195804196,0.4020618556701031,0.12450880031700952,0.8169368643641124,0.18306313563588764,U,Coastal_Bend_RAC_U,0.05713979770962366,0.17004291845493563,1071,148,167,0.0037248552457849696,0.001697582965206682,0.00023458662824518106,0.00026470247916854893,0.008283591000827033,0.07303370786516855,0.0,0.005443150115829266,0.5408032249960737,0.003617992177314211,3.259452411994785e-05,0.011440652724266798,0.16372229465449806,-3.747148362237912,0.1535737792084878
137,Knox,3664,0.0006754356453039481,0.0007077588059097861,0.3885350318471338,0.6569454866384571,0.2870431612637119,0.2258156252556418,0.4187471693872049,0.3951664104931227,0.9135583330188874,0.08644166698111189,Texas,5.0,0.0,9.878006618264433e-05,0.024952543867270034,0.0,48275.0,2.0,2/3,0,1,0,0,0,0,1,0,0.0008922239253277208,0.00022639223251438867,0.0007405480055240879,2.8951604497921274e-05,0.00017361111111111112,0.0010362023185026877,0.7983212530123287,0.16837741355421496,0.24545653726093153,0.008930037576991878,0.016419122234046454,0.5742720472462085,0,0,1,0,0,0,0,0,0.16858846918489065,0.13258772773487948,0.511705685618729,0.6960352422907485,0.2564102564102564,0.2061855670103093,0.11943994980682231,0.0,0.9999999999999999,D,Big_Country_RAC_D,0.016139866438380873,0.10935622317596567,604,29,79,0.005352279686746674,0.001967606166034687,9.447115697848664e-05,0.0002573524621138084,0.0008152386231459956,1.0,0.9292929292929293,0.0007164356501020727,0.449846614370277,0.0013646288209606986,0.0,0.0013352262702545465,0.19868995633187772,-1.8137383759468302,0.4037864265436241
138,Lamar,49859,0.010168726389142414,0.01081354347029309,0.41082802547770714,0.5732643248516391,0.34028566080310774,0.5019741175554839,0.37837254284602895,0.37471696633156865,0.957481257452302,0.042518742547697386,Texas,354.0,13.0,0.008396305625524769,0.1575075417038184,0.18361581920903958,48277.0,4.0,4/5N,0,1,0,0,0,1,0,0,0.01216749407090511,0.0071552699966519456,0.01873386305866341,0.0011377980567683062,0.004166666666666667,0.016223042549057706,0.5925031739212354,0.39382544823605015,0.4618675377097567,0.03129399071669523,0.02895830106446397,0.6176585476534265,0,0,0,0,0,0,0,1,0.18942707392011562,0.21558901926300456,0.3110367892976589,0.79295154185022,0.2191142191142191,0.22680412371134026,0.12880163788264043,0.5328768502668413,0.46712314973315877,F,Northeast_Texas_RAC_F,0.011881594653991214,0.14540772532188845,693,102,63,0.00754768063396127,0.0025354060491202908,0.00037317664792246705,0.00023049145901093553,0.012336196742288773,0.19662921348314605,0.030303030303030304,0.00842334633775924,0.48432629106143504,0.007100022062215447,0.00026073527347118873,0.018112841917470618,0.15505726147736618,0.0,0.0
139,Lamb,12893,0.002643176325895134,0.002656623232182804,0.30573248407643294,0.7071137967453088,0.35308172840346197,0.28111071377678587,0.3224689449875673,0.29954618646248327,0.8743022944964112,0.1256977055035886,Texas,71.0,0.0,0.001728651158196276,0.1206868688329609,0.0,48279.0,1.0,1,0,1,0,0,0,0,1,0,0.003474945284558425,0.0006345359756389203,0.004323199167383864,0.00019108058968628043,0.0020833333333333333,0.002460980506443883,0.8305894279332813,0.1330035245458817,0.4111818692779278,0.018550199262102315,0.05599286173788525,0.34663817439283595,0,0,1,0,0,0,0,0,0.16669076450388573,0.17344947926685172,0.4983277591973244,0.5660792951541849,0.23543123543123537,0.3298969072164949,0.14678202291714826,0.4260396737488672,0.5739603262511328,B,B_RAC_B,0.04229071555496319,0.20180257510729616,757,28,206,0.005296156392382881,0.0014739670547918532,5.451925698041201e-05,0.0004011059620701741,0.003594126154122852,0.02247191011235955,0.09090909090909091,0.002918567348802914,0.5669193305109077,0.005506864189870472,0.0,0.004111281309478821,0.21166524470642983,-3.4318343511240452,0.17979873805701907
140,Lampasas,21428,0.004409141294724634,0.004511962387674886,0.5254777070063693,0.5046622713477243,0.286729170959679,0.6560321869520773,0.5364499109150933,0.39807476287697424,0.9014034064658503,0.09859659353414951,Texas,32.0,0.0,0.0007655455129154937,0.027928051285262337,0.0,48281.0,7.0,7,1,0,0,0,1,0,0,0,0.00575964860103864,0.0009629641439344419,0.005023717550987731,0.0008685481349376383,0.0203125,0.0063683267491311014,0.7995012011620684,0.12107736345459406,0.24644658300746508,0.06099257116976812,0.32848052418652735,0.5635028119414452,0,0,0,0,1,0,0,0,0.26799204771371765,0.3445219971971092,0.26086956521739135,0.8832599118942728,0.3076923076923077,0.1752577319587629,0.09663837796783674,0.3195045816131306,0.6804954183868693,L,Central_Texas_RAC_L,0.03939575398041395,0.054678111587982844,233,10,136,0.002050099040569952,0.00047482413166282186,2.0378718097116818e-05,0.00027715056612078874,0.0039022362305017187,0.15168539325842695,0.26262626262626265,0.0036735210446093994,0.32752162460583484,0.0014933731566175099,0.0,0.009871131147088428,0.15937091655777488,-2.8449093838194073,0.24112141108520607
141,La Salle,7520,0.0018010192238389453,0.0012229903652119696,0.13694267515923564,0.43998116700672907,0.8448575003820076,0.25769284144552485,0.022580030595251044,0.1643550404430147,0.3501867931884044,0.6498132068115949,Texas,51.0,0.0,0.0012347508272830543,0.15015552706913746,0.0,48283.0,8.0,8,0,1,0,0,0,0,1,0,0.0020992427535402986,0.00012541917106430922,0.0011408442247262975,8.974997394355596e-05,0.00034722222222222224,0.0005181011592513438,0.948523335233711,0.04310846769715228,0.13581570477423704,0.014287054586596697,0.015999910602538886,0.10143624722989805,0,0,0,0,0,1,0,0,0.1446593168263148,0.1373416504080679,0.8193979933110368,0.3348017621145374,0.17016317016317015,0.1752577319587629,0.22446587194135326,0.5402275702346189,0.45977242976538113,P,Southwest_Texas_RAC_P,0.3501413749270153,0.45596566523605153,715,101,695,0.0019285136221430434,0.00024271910576171025,3.428619535934649e-05,0.00023592976014599808,0.0019194225810779135,0.29213483146067415,0.2222222222222222,0.0008077784442011082,0.515231310817772,0.0067819148936170215,0.0,0.0015838927284736036,0.10784574468085106,0.0,0.0
142,Lavaca,20154,0.004125714818245824,0.0042545572505255525,0.5191082802547772,0.5610915176068381,0.23478855946904842,0.32177837599585146,0.4361368824250904,0.5222069173392052,0.911863980306969,0.08813601969303075,Texas,212.0,1.0,0.0051859534745888275,0.23652620368364563,0.02358490566037736,48285.0,8.0,8,0,1,0,0,0,0,1,0,0.005468036268521272,0.0013944911223421497,0.0026419550467345833,0.00030688700767796557,0.003125,0.0030006692139973663,0.8207892823577614,0.18821210531590668,0.08523610049285055,0.018957118843310673,0.05372997665871945,0.2537358332212438,0,0,0,1,0,0,0,0,0.2812036869690945,0.2892473413756148,0.28093645484949836,0.7599118942731276,0.20745920745920746,0.16494845360824742,0.13910444804015457,0.18809787533984493,0.811902124660155,S,Golden_Crescent_RAC_S,0.000913219122086955,0.013390557939914165,122,17,47,0.0028124196451529957,0.0006535527556355533,9.106882660495414e-05,0.00025177852061369677,0.0034231176906781226,0.29213483146067415,0.2222222222222222,0.0029890003466624114,0.2978708585146255,0.010519003671727697,4.961794184777215e-05,0.006793376528291227,0.13858291158082764,0.0,0.0
143,Lee,17239,0.003619138084267864,0.003525734194439881,0.4745222929936307,0.5092023855469828,0.34036267669502596,0.4938689604606614,0.5948884579873792,0.34532041063364366,0.8324078580449112,0.16759214195508898,Texas,92.0,3.0,0.0021731614560181753,0.11675491880975605,0.16304347826086957,48287.0,7.0,7,0,1,0,0,0,0,1,0,0.004387301442047387,0.001975883381428397,0.0038028140824209913,0.00028662088452942065,0.006423611111111112,0.0031194007296591326,0.7021332335780512,0.3139661227306966,0.22724134026238413,0.02136361807867518,0.1291204572785666,0.3223357060884372,0,0,0,0,1,0,0,0,0.2431953732152539,0.3539061855953395,0.24080267558528431,0.7444933920704844,0.22610722610722608,0.13402061855670103,0.08285176501667602,0.3049038364716544,0.6950961635283456,O,Capital _Area_Trauma_RAC_O,0.2779464353633885,0.4433476394849786,563,50,253,0.002329706025114854,0.00023701201520413134,2.104902444086424e-05,0.00010650806367077304,0.003162182362835733,0.15168539325842695,0.26262626262626265,0.0032421189327199794,0.33193804736120897,0.005336736469632809,0.00017402401531411334,0.008987491747193321,0.17535819943152156,0.0,0.0
